"","code","cluster","Sal","Temp","DO","pH","Turb","Chla","NH4","NO23","PO4","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"102","sapld","D",26.975,21.95,6.1,7.7,1.397940009,0.977151789,-1.431798276,-1.838631998,-1.532638583,0.18694941917672,1.67022801917198,0.642195204258348,-0.714249542028749,0.365504681651147,-0.0669909779261923,-0.211743040159684,-0.322284524296261,-0.0166388124348145
"103","sapml","D",26.175,22.6,6.8,7.7,1.255272505,0.927712462,-1.503762455,-1.472799881,-1.454692884,0.21107998735591,1.17106704355482,0.504872863199559,-0.749493282280805,0.354121155455931,0.0520124159067555,0.0435728009621693,-0.144825079710913,-0.47104920436638
"104","sfbcc","A",23.5,16.35,7.8,7.8,1.638489257,0.792391689,-1.323763783,-0.638602731,-1.031166955,1.32457299203385,-0.0428435285328984,1.3043254895654,-1.30679050510212,0.529221680318062,0.600000269304694,-0.342711304049376,-0.654281626208847,-0.306527401553056
"105","sfbfm","A",4,17.35,7,7.6,1.602059991,0.612783857,-1.13430394,0.039800648,-0.665294994,2.56374073027087,-0.0812430364639245,1.61349546812016,-0.354228763144368,0.628094586341241,1.34336898241855,0.197166040796118,0.20397581912087,-0.0822726159769036
"106","sfbgc","D",21.8,16.9,7.1,7.7,1.591064607,0.716003344,-1.140561465,-0.849550591,-0.917573699,1.38320970362273,0.300570873049587,1.70960942931008,-0.798752946173155,0.418847941034357,0.527021048231198,-0.401016181977608,-0.407653883601471,-0.126042186315033
"107","sfbsm","A",4,17.2,7.5,7.5,1.544068044,0.571126277,-1.274496731,-0.31553616,-1.138839112,2.29434217349021,-0.200297533081194,0.803473550372268,-0.0968461800861663,0.6085361550822,1.01599299513797,-0.139409747808206,0.0482842457748183,-0.102847644985743
"108","sosch","C",30.55,12,8.8,8,0.477121255,0.331427297,-1.503993401,-0.912366447,-1.49643628,-0.703617865555907,-2.11356901449185,0.803582925347569,-0.547247908687095,-0.30268910382666,-0.104860678219036,0.125368762750611,-0.202341375548915,-0.0775507581165897
"109","sosva","C",28.6,12.6,8.6,7.9,0.602059991,0.419129308,-1.468776625,-0.918172809,-1.582251598,-0.355742475669145,-1.76401315849259,0.674707877057892,-0.490765209461082,-0.284008422477761,-0.173208445544382,0.063794176820334,-0.266657007104419,-0.0577336716186303
"110","soswi","C",14.775,12.45,8.55,7.3,0.84509804,0.030734617,-1.597452049,-0.67853966,-2.083984954,0.777374784207263,-1.85714896471079,-0.30644752848843,1.19452333743095,0.127611308159153,0.0910997408401962,-0.265014714279068,-0.684014626202431,-0.116648360250672
"111","tjrbr","D",33.3,17.3,6.8,8,0.477121255,0.030734617,-0.984011895,-1.681936665,-1.005243055,-1.24425696949133,-0.679984323724556,2.29315016357611,0.423835280653523,-0.697216159593141,0.292107035922285,-0.270280826804151,0.453014607643741,0.00823156994272314
"112","tjrmm","D",35.6,18.05,5.4,7.7,1,0.122215878,-0.777283529,-1.615288257,-1.173925197,-0.363655333111104,0.558807278315442,2.59390025766351,0.813875727986875,-0.766810831489963,0.252741919741503,-0.506663042101843,-0.415488431096731,0.193584704710983
"113","tjros","D",33.4,18.8,5.2,7.7,0.698970004,0.239299479,-0.943476276,-1.602059991,-0.791827473,-0.615578943095727,0.482414457464591,2.71996037120243,0.776919239071284,-0.35211150026491,0.0591744046513987,0.20184377660985,0.175179658991335,0.120997299942954
"114","tjrpe","B",47.9,21.3,6.95,8.3,0.653212514,1.272769587,-1.965237894,-2,-1.657577319,-2.19519293906631,0.833894696234144,0.194395947668355,-2.23489205241679,0.113496914889098,-0.748859096179928,0.848900478041415,-0.399255510063875,-0.252987696951444
"115","tjrpr","D",35.5,21.1,6.25,8,0.954242509,0.368286885,-1.580044252,-2.01211039,-1.522878745,-1.45844358479087,0.654568076100834,0.923837700733125,-0.178860924910647,0.117758721590195,0.460693130536145,-0.179099332707715,-0.379155344284366,-0.0279963481094103
"116","tjrsb","D",35.4,21,6.5,8,0.84509804,0.327358934,-1.654626269,-1.979845968,-1.394335884,-1.59891111404825,0.386131870087743,0.947316848724978,-0.148772264353159,0.279991922276772,0.445959597128224,-0.0471998214744947,-0.234417587845275,-0.166221394508269
"117","tjrtl","D",31.2,20.15,4.15,7.6,0.903089987,0.389166084,-0.911863911,-1.028028724,-0.702239489,0.100256235326631,1.13662795555975,2.91641007986256,0.796842868595405,-0.345501891563579,0.340264241689933,0.795134026381853,-0.0849940342257509,0.162856171149584
"118","welht","C",0.1,12.4,10.5,6.8,0.301029996,-0.698970004,-2.367844709,-0.95369998,-3.312442866,0.149904318535039,-3.52197234395102,-3.20103961233715,3.36508985129986,0.636399740570119,0.0464638388835917,-0.517926629464005,-0.624192443471584,-0.562022158230752
"119","welin","C",31.1,9.3,9.2,7.9,0.477121255,-0.045757491,-1.568636236,-1.468521083,-1.903089987,-1.13456203371965,-2.63054539390171,0.395683726933796,0.193420058914737,-0.241753117018954,-0.211855641683741,-0.688314639198958,-0.58701745435107,0.21604843751359
"120","wellm","C",20.7,12.7,8.95,7.8,0.477121255,-0.15490196,-1.744727495,-1.180456064,-2.522878745,-0.860034453178146,-2.34252113652884,-0.82143020588448,0.829453524349673,-0.458380023818931,0.348911638025234,-0.436335179373011,-0.507497137774809,0.181719766804865
"121","welsm","C",3.1,13.5,9.2,7.2,0.602059991,-0.397940009,-2.136097587,-0.976541762,-3.075878341,0.163027047277755,-2.47759184395884,-2.41836807000276,2.3281826216695,0.31393588460684,0.505909840824934,-0.431100318022084,-0.642871499560327,0.0326277420748277
"122","wkbfr","A",6.8,23.95,7.05,7.2,1.079181246,1.260071388,-1.30980392,-0.30980392,-4.061645897,2.05879747164439,1.34099577480782,-2.98983575525644,0.311304903120731,-2.12246647289024,-0.551400120870693,0.449487919017025,-0.6234416622737,-0.0894880007088515
"123","wkbmb","A",9.4,24.3,7.8,7.9,1.176091259,1.48403871,-1.654299609,-0.845677486,-3.826779698,0.943557578746516,1.25842020097833,-3.20317044908409,-1.45675392083463,-1.58367827166729,0.00634279839296654,0.220045890724009,-0.28627774501395,0.193206430064166
"124","wkbmr","A",9,24.9,7.3,7.7,1.230448921,1.455047991,-1.46428403,-0.467882884,-4.312994743,1.46841593213416,1.55622480699639,-3.47308291685828,-0.908212848375256,-2.291685161768,-0.0536463196055904,0.295349464157384,-0.69829672163728,0.199303086287891
"125","wkbwb","A",10.8,24.1,7.75,7.9,1.176091259,1.475719602,-1.568636236,-1.152838799,-3.709003923,0.803682342472344,1.36444460856059,-2.92765140706538,-1.43656290853745,-1.54107413153164,-0.154920511127583,-0.0296545728337589,-0.167446531156243,0.253484990412045
"126","wqbcr","C",27.7,16.6,7.8,7.8,0.301029996,1.14690287,-1.657577319,-1.09017663,-2.042153366,-0.448741975597138,-0.559431641491694,-0.406937888266627,-0.972387671558205,-0.527883050580028,-1.21274072093082,1.10753151715921,0.174973865990064,-0.0132425356932401
"127","wqbmh","C",30.9,12.9,8.8,8,0.301029996,0.380211242,-1.8569852,-2.123493496,-1.823908741,-1.80650916562339,-1.74556429617057,-0.099175548117971,-0.392785524645212,0.250594740026625,-0.67476857760679,-0.23779499323772,0.05773734458023,0.230402579673862
"128","wqbmp","C",29.9,16.6,8.4,8,0,0.457881897,-1.855425792,-2.327902142,-2.062983893,-2.26145976543782,-1.26432734372477,-0.515223777539228,-0.133182686614778,-0.158092006126012,-0.84821017724292,0.114736377194612,0.581148809507913,0.101062675568089
"129","wqbsl","B",29.2,17.8,7.8,7.9,0,0.414973348,-1.809668302,-2.52651303,-2.22184875,-2.30572853490942,-0.820393544845914,-0.60460732529121,0.303981202118738,-0.27468651000196,-0.901270525545986,0.0737454914287424,0.571211468767325,0.215909607783658
